,subject,trialN,subj_idx,response,rt,task,relativeValue,totalValue,memSlideScore,memChoiceScore,Left_sum,Right_sum,absRelativeValue,accuracy,arr_L,arr_R,N_L,N_R,L-R,|L-R|
12058,e80e7v3xm,61,17,0,2.31060000002384,experiment_FR,-5,55,10.8,0.8,25,30,5,1,"[2, 5, 3, 2, 8, 5]","[4, 2, 8, 3, 5, 8]",4,5,-1,1
12059,e80e7v3xm,62,17,0,1.86329999995232,experiment_FR,-4,56,10.8,0.8,26,30,4,1,"[5, 7, 2, 6, 3, 3]","[7, 3, 1, 8, 5, 6]",5,6,-1,1
12060,e80e7v3xm,63,17,1,1.10169999992847,experiment_FR,8,54,10.8,0.8,31,23,8,1,"[7, 6, 3, 4, 4, 7]","[1, 6, 8, 2, 1, 5]",4,5,-1,1
12061,e80e7v3xm,64,17,0,1.10489999997616,experiment_FR,-3,57,10.8,0.8,27,30,3,1,"[8, 4, 4, 2, 7, 2]","[1, 5, 5, 8, 7, 4]",4,5,-1,1
12062,e80e7v3xm,65,17,1,6.49920000004768,experiment_FR,4,50,10.8,0.8,27,23,4,1,"[2, 5, 6, 4, 3, 7]","[8, 1, 4, 1, 4, 5]",6,4,2,2
12063,e80e7v3xm,66,17,0,1.84939999997616,experiment_FR,-5,57,10.8,0.8,26,31,5,1,"[3, 8, 4, 8, 1, 2]","[7, 7, 8, 1, 3, 5]",5,5,0,0
12064,e80e7v3xm,67,17,1,1.22190000009537,experiment_FR,14,50,10.8,0.8,32,18,14,1,"[4, 6, 8, 1, 7, 6]","[1, 5, 2, 4, 4, 2]",5,4,1,1
12065,e80e7v3xm,68,17,0,0.961700000047684,experiment_FR,-10,60,10.8,0.8,25,35,10,1,"[3, 3, 7, 3, 7, 2]","[7, 6, 2, 8, 4, 8]",3,5,-2,2
12066,e80e7v3xm,69,17,1,2.40060000002384,experiment_FR,3,47,10.8,0.8,25,22,3,1,"[3, 5, 8, 2, 3, 4]","[1, 3, 4, 6, 2, 6]",5,5,0,0
12067,e80e7v3xm,70,17,0,1.25639999997616,experiment_FR,-17,45,10.8,0.8,14,31,17,1,"[5, 3, 3, 1, 1, 1]","[6, 5, 1, 6, 6, 7]",3,4,-1,1
12068,e80e7v3xm,71,17,0,5.68389999997616,experiment_FR,0,58,10.8,0.8,29,29,0,1,"[4, 8, 6, 3, 7, 1]","[4, 7, 6, 4, 7, 1]",6,4,2,2
12069,e80e7v3xm,72,17,0,6.12169999992847,experiment_FR,-4,60,10.8,0.8,28,32,4,1,"[4, 6, 3, 4, 8, 3]","[2, 5, 6, 6, 5, 8]",4,4,0,0
12070,e80e7v3xm,73,17,0,4.34429999995232,experiment_FR,0,52,10.8,0.8,26,26,0,1,"[8, 1, 6, 1, 8, 2]","[4, 5, 2, 3, 4, 8]",4,5,-1,1
12071,e80e7v3xm,74,17,0,1.83089999997616,experiment_FR,-11,57,10.8,0.8,23,34,11,1,"[7, 1, 2, 5, 5, 3]","[6, 7, 7, 5, 8, 1]",5,5,0,0
12072,e80e7v3xm,75,17,0,2.38839999997616,experiment_FR,-10,54,10.8,0.8,22,32,10,1,"[7, 1, 2, 6, 3, 3]","[8, 2, 5, 6, 3, 8]",5,5,0,0
12073,e80e7v3xm,76,17,1,1.69619999992847,experiment_FR,1,49,10.8,0.8,25,24,1,1,"[3, 1, 6, 6, 4, 5]","[7, 2, 2, 6, 3, 4]",5,5,0,0
12074,e80e7v3xm,77,17,0,3.07370000004768,experiment_FR,-10,44,10.8,0.8,17,27,10,1,"[2, 6, 3, 1, 1, 4]","[4, 2, 6, 4, 4, 7]",5,4,1,1
12075,e80e7v3xm,78,17,1,1.53770000004768,experiment_FR,5,55,10.8,0.8,30,25,5,1,"[1, 3, 8, 6, 6, 6]","[2, 6, 3, 8, 3, 3]",4,4,0,0
12076,e80e7v3xm,79,17,0,1.53880000007153,experiment_FR,-5,55,10.8,0.8,25,30,5,1,"[2, 1, 5, 6, 7, 4]","[2, 6, 7, 1, 7, 7]",6,4,2,2
12077,e80e7v3xm,80,17,1,3.07520000004768,experiment_FR,8,52,10.8,0.8,30,22,8,1,"[4, 1, 7, 8, 6, 4]","[7, 2, 3, 1, 5, 4]",5,6,-1,1
12078,e80e7v3xm,81,17,1,1.61330000007153,experiment_FR,2,62,10.8,0.8,32,30,2,1,"[8, 8, 5, 8, 2, 1]","[3, 4, 8, 7, 5, 3]",4,5,-1,1
12079,e80e7v3xm,82,17,1,3.3775,experiment_FR,5,43,10.8,0.8,24,19,5,1,"[4, 5, 6, 4, 2, 3]","[6, 2, 4, 5, 1, 1]",5,5,0,0
12080,e80e7v3xm,83,17,0,1.96670000004768,experiment_FR,-6,44,10.8,0.8,19,25,6,1,"[5, 1, 3, 5, 4, 1]","[7, 2, 6, 1, 5, 4]",4,6,-2,2
12081,e80e7v3xm,84,17,1,6.32340000009537,experiment_FR,5,41,10.8,0.8,23,18,5,1,"[4, 3, 1, 7, 5, 3]","[1, 3, 2, 1, 4, 7]",5,5,0,0
12082,e80e7v3xm,85,17,1,2.1885,experiment_FR,4,58,10.8,0.8,31,27,4,1,"[6, 4, 2, 7, 8, 4]","[3, 6, 3, 4, 6, 5]",5,4,1,1
12083,e80e7v3xm,86,17,1,1.64729999995232,experiment_FR,9,53,10.8,0.8,31,22,9,1,"[1, 5, 7, 8, 2, 8]","[2, 3, 4, 5, 2, 6]",5,5,0,0
12084,e80e7v3xm,87,17,1,3.803,experiment_FR,4,42,10.8,0.8,23,19,4,1,"[8, 4, 4, 1, 3, 3]","[5, 1, 8, 2, 2, 1]",4,4,0,0
12085,e80e7v3xm,88,17,1,1.55939999997616,experiment_FR,3,65,10.8,0.8,34,31,3,1,"[6, 6, 2, 6, 7, 7]","[2, 2, 8, 5, 8, 6]",3,4,-1,1
12086,e80e7v3xm,89,17,0,3.44960000002384,experiment_FR,-3,65,10.8,0.8,31,34,3,1,"[6, 3, 8, 8, 2, 4]","[8, 7, 1, 8, 8, 2]",5,4,1,1
12087,e80e7v3xm,90,17,0,1.84870000004768,experiment_FR,-17,61,10.8,0.8,22,39,17,1,"[1, 5, 4, 4, 3, 5]","[7, 5, 8, 8, 3, 8]",4,4,0,0
12088,e80e7v3xm,91,17,1,1.71120000004768,experiment_FR,11,51,10.8,0.8,31,20,11,1,"[4, 7, 8, 7, 2, 3]","[3, 3, 3, 1, 4, 6]",5,4,1,1
12089,e80e7v3xm,92,17,0,2.4595,experiment_FR,-5,63,10.8,0.8,29,34,5,1,"[4, 5, 6, 7, 1, 6]","[6, 4, 8, 3, 7, 6]",5,5,0,0
12090,e80e7v3xm,93,17,1,1.95320000004768,experiment_FR,3,61,10.8,0.8,32,29,3,1,"[8, 8, 3, 7, 5, 1]","[6, 4, 7, 6, 3, 3]",5,4,1,1
12091,e80e7v3xm,94,17,1,1.45520000004768,experiment_FR,11,59,10.8,0.8,35,24,11,1,"[3, 8, 5, 3, 8, 8]","[3, 2, 5, 1, 5, 8]",3,5,-2,2
12092,e80e7v3xm,95,17,1,2.64769999992847,experiment_FR,7,65,10.8,0.8,36,29,7,1,"[8, 6, 5, 3, 6, 8]","[3, 5, 3, 7, 8, 3]",4,4,0,0
12093,e80e7v3xm,96,17,0,4.25839999997616,experiment_FR,-2,38,10.8,0.8,18,20,2,1,"[2, 3, 1, 8, 1, 3]","[3, 2, 4, 4, 2, 5]",4,4,0,0
12094,e80e7v3xm,97,17,1,2.4035,experiment_FR,8,50,10.8,0.8,29,21,8,1,"[5, 4, 3, 4, 5, 8]","[2, 2, 6, 8, 1, 2]",4,4,0,0
12095,e80e7v3xm,98,17,1,3.81689999997616,experiment_FR,9,49,10.8,0.8,29,20,9,1,"[7, 6, 8, 1, 2, 5]","[4, 1, 6, 3, 3, 3]",6,4,2,2
12096,e80e7v3xm,99,17,1,1.88460000002384,experiment_FR,13,49,10.8,0.8,31,18,13,1,"[7, 8, 8, 2, 4, 2]","[3, 1, 1, 1, 4, 8]",4,4,0,0
12097,e80e7v3xm,100,17,0,2.14979999995232,experiment_FR,-6,44,10.8,0.8,19,25,6,1,"[1, 2, 2, 2, 8, 4]","[3, 1, 7, 8, 1, 5]",4,5,-1,1
12098,e80e7v3xm,101,17,1,4.5415,experiment_FR,4,66,10.8,0.8,35,31,4,1,"[2, 8, 3, 7, 8, 7]","[1, 4, 8, 3, 7, 8]",4,5,-1,1
12099,e80e7v3xm,102,17,1,4.5355,experiment_FR,11,51,10.8,0.8,31,20,11,1,"[4, 8, 6, 3, 4, 6]","[4, 1, 1, 8, 4, 2]",4,4,0,0
12100,e80e7v3xm,103,17,1,2.46340000009537,experiment_FR,4,52,10.8,0.8,28,24,4,1,"[1, 8, 6, 4, 3, 6]","[4, 1, 1, 5, 5, 8]",5,4,1,1
12101,e80e7v3xm,104,17,1,1.702,experiment_FR,9,51,10.8,0.8,30,21,9,1,"[5, 6, 3, 3, 7, 6]","[5, 2, 3, 2, 1, 8]",4,5,-1,1
12102,e80e7v3xm,105,17,1,2.17140000009537,experiment_FR,6,54,10.8,0.8,30,24,6,1,"[3, 7, 7, 7, 1, 5]","[3, 6, 2, 5, 7, 1]",4,6,-2,2
12103,e80e7v3xm,106,17,1,2.62529999995232,experiment_FR,-4,58,10.8,0.8,27,31,4,0,"[8, 5, 4, 4, 1, 5]","[6, 5, 6, 8, 2, 4]",4,5,-1,1
12104,e80e7v3xm,107,17,1,3.93539999997616,experiment_FR,1,53,10.8,0.8,27,26,1,1,"[8, 3, 3, 3, 7, 3]","[5, 7, 6, 1, 6, 1]",3,4,-1,1
12105,e80e7v3xm,108,17,1,3.12769999992847,experiment_FR,6,58,10.8,0.8,32,26,6,1,"[3, 7, 6, 5, 4, 7]","[8, 3, 1, 5, 7, 2]",5,6,-1,1
12106,e80e7v3xm,109,17,0,3.27629999995232,experiment_FR,-6,46,10.8,0.8,20,26,6,1,"[6, 3, 6, 3, 1, 1]","[6, 6, 4, 1, 8, 1]",3,4,-1,1
12107,e80e7v3xm,110,17,0,2.231,experiment_FR,-4,54,10.8,0.8,25,29,4,1,"[1, 8, 2, 6, 3, 5]","[6, 5, 1, 6, 7, 4]",6,5,1,1
12108,e80e7v3xm,111,17,0,2.522,experiment_FR,-8,50,10.8,0.8,21,29,8,1,"[3, 1, 7, 4, 3, 3]","[5, 6, 4, 1, 5, 8]",4,5,-1,1
12109,e80e7v3xm,112,17,1,1.74719999992847,experiment_FR,7,37,10.8,0.8,22,15,7,1,"[3, 1, 3, 2, 6, 7]","[1, 1, 3, 3, 2, 5]",5,4,1,1
12110,e80e7v3xm,115,17,1,1.86239999997616,experiment_FR,7,55,10.8,0.8,31,24,7,1,"[7, 8, 4, 3, 6, 3]","[4, 2, 3, 3, 8, 4]",5,4,1,1
12111,e80e7v3xm,116,17,0,6.28370000004768,experiment_FR,-1,55,10.8,0.8,27,28,1,1,"[6, 7, 1, 4, 8, 1]","[3, 5, 2, 8, 2, 8]",5,4,1,1
12112,e80e7v3xm,118,17,1,4.54270000004768,experiment_FR,5,59,10.8,0.8,32,27,5,1,"[2, 3, 7, 8, 8, 4]","[1, 2, 8, 5, 5, 6]",5,5,0,0
12113,e80e7v3xm,119,17,1,4.86339999997616,experiment_FR,-1,51,10.8,0.8,25,26,1,0,"[4, 3, 5, 2, 4, 7]","[5, 2, 4, 1, 8, 6]",5,6,-1,1
12114,e80e7v3xm,120,17,1,3.46610000002384,experiment_FR,-3,61,10.8,0.8,29,32,3,0,"[1, 8, 7, 8, 3, 2]","[2, 7, 7, 5, 7, 4]",5,4,1,1
12115,e80e7v3xm,121,17,0,3.841,experiment_FR,-4,62,10.8,0.8,29,33,4,1,"[5, 6, 1, 7, 4, 6]","[6, 3, 6, 3, 7, 8]",5,4,1,1
12116,e80e7v3xm,122,17,0,1.89140000009537,experiment_FR,-1,49,10.8,0.8,24,25,1,1,"[7, 4, 5, 2, 5, 1]","[1, 2, 4, 6, 7, 5]",5,6,-1,1
12117,e80e7v3xm,123,17,1,2.60960000002384,experiment_FR,7,49,10.8,0.8,28,21,7,1,"[2, 4, 8, 8, 1, 5]","[4, 3, 1, 8, 3, 2]",5,5,0,0
12118,e80e7v3xm,124,17,1,1.44260000002384,experiment_FR,0,54,10.8,0.8,27,27,0,0,"[7, 3, 8, 3, 2, 4]","[4, 7, 3, 1, 8, 4]",5,5,0,0
12119,e80e7v3xm,125,17,1,3.60539999997616,experiment_FR,5,61,10.8,0.8,33,28,5,1,"[6, 7, 6, 4, 5, 5]","[4, 2, 8, 3, 7, 4]",4,5,-1,1
12120,e80e7v3xm,126,17,0,2.0185,experiment_FR,-11,59,10.8,0.8,24,35,11,1,"[2, 3, 8, 3, 2, 6]","[6, 2, 7, 5, 8, 7]",4,5,-1,1
12121,e80e7v3xm,127,17,0,4.48139999997616,experiment_FR,-5,45,10.8,0.8,20,25,5,1,"[1, 6, 5, 1, 5, 2]","[3, 5, 4, 8, 4, 1]",4,5,-1,1
12122,e80e7v3xm,128,17,0,1.78029999995232,experiment_FR,-11,53,10.8,0.8,21,32,11,1,"[5, 2, 1, 1, 4, 8]","[3, 8, 2, 7, 6, 6]",5,5,0,0
12123,e80e7v3xm,129,17,0,3.611,experiment_FR,-1,47,10.8,0.8,23,24,1,1,"[6, 1, 5, 2, 3, 6]","[1, 5, 2, 4, 8, 4]",5,5,0,0
12124,e80e7v3xm,130,17,1,3.5715,experiment_FR,5,39,10.8,0.8,22,17,5,1,"[2, 4, 8, 1, 2, 5]","[1, 1, 1, 7, 2, 5]",5,4,1,1
12125,e80e7v3xm,131,17,1,1.71860000002384,experiment_FR,12,60,10.8,0.8,36,24,12,1,"[8, 8, 3, 7, 5, 5]","[1, 1, 8, 3, 3, 8]",4,3,1,1
12126,e80e7v3xm,132,17,0,5.61989999997616,experiment_FR,-8,46,10.8,0.8,19,27,8,1,"[6, 4, 2, 3, 1, 3]","[2, 2, 5, 4, 7, 7]",5,4,1,1
12127,e80e7v3xm,133,17,0,5.19380000007153,experiment_FR,3,47,10.8,0.8,25,22,3,0,"[2, 5, 8, 3, 1, 6]","[3, 6, 4, 5, 2, 2]",6,5,1,1
12128,e80e7v3xm,135,17,1,3.65369999992847,experiment_FR,0,52,10.8,0.8,26,26,0,0,"[2, 5, 4, 2, 8, 5]","[1, 8, 4, 2, 6, 5]",4,6,-2,2
12129,e80e7v3xm,136,17,1,2.391,experiment_FR,2,54,10.8,0.8,28,26,2,1,"[7, 4, 1, 8, 2, 6]","[3, 1, 5, 3, 6, 8]",6,5,1,1
12130,e80e7v3xm,137,17,0,4.01579999995232,experiment_FR,-7,37,10.8,0.8,15,22,7,1,"[1, 3, 2, 1, 7, 1]","[6, 2, 1, 4, 8, 1]",4,5,-1,1
12131,e80e7v3xm,138,17,1,4.53420000004768,experiment_FR,3,43,10.8,0.8,23,20,3,1,"[4, 1, 8, 2, 1, 7]","[4, 4, 2, 2, 2, 6]",5,3,2,2
12132,e80e7v3xm,139,17,1,1.42,experiment_FR,1,53,10.8,0.8,27,26,1,1,"[4, 6, 6, 1, 8, 2]","[7, 2, 3, 3, 3, 8]",5,4,1,1
12133,e80e7v3xm,140,17,0,1.993,experiment_FR,-8,52,10.8,0.8,22,30,8,1,"[1, 4, 1, 4, 6, 6]","[8, 3, 8, 4, 4, 3]",3,3,0,0
12134,e80e7v3xm,141,17,0,2.03430000007153,experiment_FR,-6,58,10.8,0.8,26,32,6,1,"[1, 6, 8, 3, 6, 2]","[4, 5, 8, 2, 7, 6]",5,6,-1,1
12135,e80e7v3xm,142,17,0,1.99039999997616,experiment_FR,-6,64,10.8,0.8,29,35,6,1,"[3, 2, 7, 8, 1, 8]","[4, 5, 7, 4, 8, 7]",5,4,1,1
12136,e80e7v3xm,144,17,0,3.1145,experiment_FR,-13,57,10.8,0.8,22,35,13,1,"[7, 7, 1, 1, 5, 1]","[6, 8, 2, 8, 3, 8]",3,4,-1,1
12137,e80e7v3xm,145,17,0,6.28860000002384,experiment_FR,1,57,10.8,0.8,29,28,1,0,"[4, 4, 8, 5, 4, 4]","[7, 7, 3, 2, 8, 1]",3,5,-2,2
12138,e80e7v3xm,146,17,1,2.74110000002384,experiment_FR,4,54,10.8,0.8,29,25,4,1,"[5, 5, 4, 6, 6, 3]","[7, 7, 2, 2, 3, 4]",4,4,0,0
12139,e80e7v3xm,147,17,1,1.05429999995232,experiment_FR,7,43,10.8,0.8,25,18,7,1,"[7, 5, 5, 2, 1, 5]","[1, 1, 5, 2, 7, 2]",4,4,0,0
12140,e80e7v3xm,148,17,1,1.50009999990463,experiment_FR,6,60,10.8,0.8,33,27,6,1,"[6, 4, 8, 2, 8, 5]","[5, 6, 7, 2, 2, 5]",5,4,1,1
12141,e80e7v3xm,149,17,1,2.8905,experiment_FR,6,48,10.8,0.8,27,21,6,1,"[5, 2, 7, 8, 2, 3]","[6, 1, 7, 4, 1, 2]",5,5,0,0
12142,e80e7v3xm,150,17,1,1.97489999997616,experiment_FR,-2,60,10.8,0.8,29,31,2,0,"[4, 3, 3, 5, 8, 6]","[4, 3, 7, 8, 3, 6]",5,5,0,0
12143,jcfhjnskl,1,28,1,7.42569999998808,experiment_FR,5,31,7.0,0.7,18,13,5,1,"[3, 3, 2, 3, 4, 3]","[1, 2, 1, 6, 1, 2]",3,3,0,0
12144,jcfhjnskl,2,28,0,1.255,experiment_FR,-6,56,7.0,0.7,25,31,6,1,"[5, 4, 7, 2, 4, 3]","[4, 7, 6, 7, 1, 6]",5,4,1,1
12145,jcfhjnskl,3,28,0,4.27980000001192,experiment_FR,-5,53,7.0,0.7,24,29,5,1,"[8, 4, 1, 5, 3, 3]","[7, 1, 7, 4, 2, 8]",5,5,0,0
12146,jcfhjnskl,6,28,0,5.22040000003576,experiment_FR,-3,51,7.0,0.7,24,27,3,1,"[2, 3, 2, 3, 8, 6]","[7, 2, 5, 5, 3, 5]",4,4,0,0
12147,jcfhjnskl,7,28,0,2.37420000004768,experiment_FR,-3,49,7.0,0.7,23,26,3,1,"[1, 2, 8, 6, 5, 1]","[6, 5, 7, 3, 4, 1]",5,6,-1,1
12148,jcfhjnskl,8,28,0,3.78389999997616,experiment_FR,-5,45,7.0,0.7,20,25,5,1,"[1, 5, 4, 7, 1, 2]","[3, 2, 6, 3, 8, 3]",5,4,1,1
12149,jcfhjnskl,9,28,0,1.35130000001192,experiment_FR,-8,68,7.0,0.7,30,38,8,1,"[2, 8, 4, 7, 6, 3]","[6, 7, 4, 8, 5, 8]",6,5,1,1
12150,jcfhjnskl,10,28,0,1.81810000002384,experiment_FR,-8,46,7.0,0.7,19,27,8,1,"[4, 3, 4, 6, 1, 1]","[3, 1, 6, 3, 6, 8]",4,4,0,0
12151,jcfhjnskl,11,28,0,0.848200000047684,experiment_FR,-8,62,7.0,0.7,27,35,8,1,"[2, 8, 4, 3, 5, 5]","[5, 8, 6, 7, 2, 7]",5,5,0,0
12152,jcfhjnskl,12,28,1,1.01969999998808,experiment_FR,6,60,7.0,0.7,33,27,6,1,"[6, 7, 5, 5, 3, 7]","[3, 3, 8, 8, 4, 1]",4,4,0,0
12153,jcfhjnskl,13,28,0,0.657300000011921,experiment_FR,-17,55,7.0,0.7,19,36,17,1,"[2, 5, 3, 6, 2, 1]","[4, 7, 8, 1, 8, 8]",5,4,1,1
12154,jcfhjnskl,14,28,0,6.22989999997616,experiment_FR,-2,54,7.0,0.7,26,28,2,1,"[6, 5, 7, 2, 3, 3]","[4, 6, 4, 5, 8, 1]",5,5,0,0
12155,jcfhjnskl,15,28,0,2.10080000001192,experiment_FR,-7,47,7.0,0.7,20,27,7,1,"[1, 7, 5, 1, 2, 4]","[6, 1, 6, 6, 6, 2]",5,3,2,2
12156,jcfhjnskl,17,28,0,1.79510000002384,experiment_FR,-6,64,7.0,0.7,29,35,6,1,"[8, 4, 4, 3, 4, 6]","[4, 6, 8, 4, 6, 7]",4,4,0,0
12157,jcfhjnskl,18,28,1,6.229,experiment_FR,14,40,7.0,0.7,27,13,14,1,"[3, 4, 5, 5, 6, 4]","[4, 3, 1, 1, 1, 3]",4,3,1,1
12158,jcfhjnskl,19,28,1,0.801,experiment_FR,22,60,7.0,0.7,41,19,22,1,"[6, 6, 6, 8, 7, 8]","[5, 2, 4, 2, 1, 5]",3,4,-1,1
12159,jcfhjnskl,20,28,0,1.15739999997616,experiment_FR,-4,56,7.0,0.7,26,30,4,1,"[3, 8, 7, 6, 1, 1]","[8, 1, 5, 6, 7, 3]",5,6,-1,1
12160,jcfhjnskl,21,28,0,1.18489999997616,experiment_FR,-3,55,7.0,0.7,26,29,3,1,"[8, 2, 2, 8, 3, 3]","[4, 1, 4, 7, 5, 8]",3,5,-2,2
12161,jcfhjnskl,22,28,0,0.722699999988079,experiment_FR,-4,58,7.0,0.7,27,31,4,1,"[8, 1, 1, 5, 4, 8]","[8, 5, 8, 2, 1, 7]",4,5,-1,1
12162,jcfhjnskl,23,28,0,0.781900000035763,experiment_FR,-7,61,7.0,0.7,27,34,7,1,"[8, 3, 2, 1, 7, 6]","[6, 1, 6, 6, 7, 8]",6,4,2,2
12163,jcfhjnskl,24,28,0,3.75209999996424,experiment_FR,-3,63,7.0,0.7,30,33,3,1,"[6, 6, 4, 7, 1, 6]","[7, 8, 2, 4, 8, 4]",4,4,0,0
12164,jcfhjnskl,25,28,1,1.45430000001192,experiment_FR,10,56,7.0,0.7,33,23,10,1,"[4, 4, 5, 8, 7, 5]","[1, 4, 5, 3, 2, 8]",4,6,-2,2
12165,jcfhjnskl,26,28,0,0.794800000011921,experiment_FR,-7,67,7.0,0.7,30,37,7,1,"[4, 2, 4, 7, 7, 6]","[6, 6, 8, 3, 7, 7]",4,4,0,0
12166,jcfhjnskl,27,28,1,4.9325,experiment_FR,1,53,7.0,0.7,27,26,1,1,"[4, 6, 3, 7, 2, 5]","[4, 4, 2, 3, 8, 5]",6,5,1,1
12167,jcfhjnskl,28,28,0,3.97739999997616,experiment_FR,-8,58,7.0,0.7,25,33,8,1,"[7, 1, 3, 6, 6, 2]","[8, 4, 8, 1, 7, 5]",5,5,0,0
12168,jcfhjnskl,29,28,1,1.104,experiment_FR,13,57,7.0,0.7,35,22,13,1,"[2, 7, 8, 7, 7, 4]","[7, 2, 1, 2, 2, 8]",4,4,0,0
12169,jcfhjnskl,30,28,1,2.55710000002384,experiment_FR,0,52,7.0,0.7,26,26,0,0,"[2, 4, 5, 1, 7, 7]","[1, 8, 3, 3, 3, 8]",5,3,2,2
12170,jcfhjnskl,31,28,1,1.754,experiment_FR,6,34,7.0,0.7,20,14,6,1,"[1, 2, 3, 4, 2, 8]","[2, 1, 3, 1, 3, 4]",5,4,1,1
12171,jcfhjnskl,32,28,0,1.79180000001192,experiment_FR,-13,71,7.0,0.7,29,42,13,1,"[5, 5, 8, 3, 4, 4]","[6, 8, 8, 8, 6, 6]",4,2,2,2
12172,jcfhjnskl,33,28,0,1.8825,experiment_FR,-7,51,7.0,0.7,22,29,7,1,"[7, 1, 4, 2, 5, 3]","[7, 5, 6, 1, 5, 5]",6,4,2,2
12173,jcfhjnskl,34,28,1,3.59469999998808,experiment_FR,2,56,7.0,0.7,29,27,2,1,"[2, 7, 5, 3, 6, 6]","[6, 3, 6, 2, 6, 4]",5,4,1,1
12174,jcfhjnskl,35,28,1,1.40760000002384,experiment_FR,4,42,7.0,0.7,23,19,4,1,"[2, 1, 6, 4, 8, 2]","[3, 3, 3, 1, 2, 7]",5,4,1,1
12175,jcfhjnskl,36,28,0,1.01069999998808,experiment_FR,-6,68,7.0,0.7,31,37,6,1,"[1, 8, 2, 8, 6, 6]","[6, 8, 4, 6, 6, 7]",4,4,0,0
12176,jcfhjnskl,38,28,1,3.32659999996424,experiment_FR,8,46,7.0,0.7,27,19,8,1,"[4, 4, 7, 1, 6, 5]","[3, 2, 4, 8, 1, 1]",5,5,0,0
12177,jcfhjnskl,39,28,1,0.915100000023842,experiment_FR,7,57,7.0,0.7,32,25,7,1,"[5, 1, 8, 2, 8, 8]","[1, 6, 3, 3, 6, 6]",4,3,1,1
12178,jcfhjnskl,40,28,0,0.670199999988079,experiment_FR,-16,62,7.0,0.7,23,39,16,1,"[4, 8, 1, 5, 3, 2]","[6, 6, 3, 8, 8, 8]",6,3,3,3
12179,jcfhjnskl,41,28,0,0.884799999952316,experiment_FR,-9,65,7.0,0.7,28,37,9,1,"[3, 3, 6, 5, 3, 8]","[7, 8, 5, 8, 7, 2]",4,4,0,0
12180,jcfhjnskl,42,28,0,4.53260000002384,experiment_FR,-3,47,7.0,0.7,22,25,3,1,"[2, 8, 1, 2, 8, 1]","[3, 4, 4, 8, 3, 3]",3,3,0,0
12181,jcfhjnskl,43,28,0,2.3,experiment_FR,-9,53,7.0,0.7,22,31,9,1,"[8, 1, 4, 2, 5, 2]","[7, 4, 8, 3, 5, 4]",5,5,0,0
12182,jcfhjnskl,44,28,0,0.745699999988079,experiment_FR,-15,39,7.0,0.7,12,27,15,1,"[1, 1, 3, 3, 2, 2]","[3, 5, 6, 7, 1, 5]",3,5,-2,2
12183,jcfhjnskl,45,28,1,1.39619999998808,experiment_FR,0,50,7.0,0.7,25,25,0,1,"[6, 2, 2, 5, 6, 4]","[4, 2, 6, 4, 8, 1]",4,5,-1,1
12184,jcfhjnskl,46,28,1,3.95590000003576,experiment_FR,4,48,7.0,0.7,26,22,4,1,"[8, 2, 6, 6, 3, 1]","[5, 7, 1, 2, 3, 4]",5,6,-1,1
12185,jcfhjnskl,47,28,0,1.01460000002384,experiment_FR,-2,40,7.0,0.7,19,21,2,1,"[4, 3, 1, 4, 5, 2]","[3, 1, 6, 3, 7, 1]",5,4,1,1
12186,jcfhjnskl,48,28,0,1.84019999998808,experiment_FR,-12,44,7.0,0.7,16,28,12,1,"[5, 2, 2, 2, 1, 4]","[3, 3, 4, 7, 6, 5]",4,5,-1,1
12187,jcfhjnskl,49,28,1,2.68,experiment_FR,-1,43,7.0,0.7,21,22,1,0,"[7, 4, 1, 7, 1, 1]","[1, 5, 5, 1, 3, 7]",3,4,-1,1
12188,jcfhjnskl,51,28,0,6.30119999998808,experiment_FR,-3,51,7.0,0.7,24,27,3,1,"[7, 6, 2, 2, 5, 2]","[4, 5, 6, 1, 5, 6]",4,4,0,0
12189,jcfhjnskl,52,28,1,1.39230000001192,experiment_FR,-5,65,7.0,0.7,30,35,5,0,"[7, 8, 1, 6, 5, 3]","[8, 6, 3, 7, 3, 8]",6,4,2,2
12190,jcfhjnskl,53,28,1,4.10669999998808,experiment_FR,4,60,7.0,0.7,32,28,4,1,"[8, 2, 8, 2, 4, 8]","[3, 4, 2, 4, 8, 7]",3,5,-2,2
12191,jcfhjnskl,54,28,0,2.76790000003576,experiment_FR,-6,56,7.0,0.7,25,31,6,1,"[3, 4, 5, 3, 3, 7]","[4, 6, 7, 7, 4, 3]",4,4,0,0
12192,jcfhjnskl,55,28,0,0.9605,experiment_FR,-13,53,7.0,0.7,20,33,13,1,"[3, 5, 1, 2, 7, 2]","[7, 4, 2, 7, 6, 7]",5,4,1,1
12193,jcfhjnskl,56,28,0,1.29979999995232,experiment_FR,-8,50,7.0,0.7,21,29,8,1,"[1, 6, 4, 3, 4, 3]","[8, 6, 7, 4, 3, 1]",4,6,-2,2
12194,jcfhjnskl,57,28,0,0.720100000023842,experiment_FR,-13,57,7.0,0.7,22,35,13,1,"[4, 3, 4, 8, 1, 2]","[7, 6, 8, 5, 1, 8]",5,5,0,0
12195,jcfhjnskl,59,28,0,1.15219999998808,experiment_FR,-11,59,7.0,0.7,24,35,11,1,"[7, 2, 2, 6, 2, 5]","[5, 8, 6, 7, 8, 1]",4,5,-1,1
